0.063 8.47045 8.47045 3.50362e-14
0.064 8.44618 8.44618 3.50102e-14
0.065 8.4219 8.4219 3.49842e-14
0.066 8.39762 8.39762 3.49599e-14
0.067 8.37334 8.37334 3.49339e-14
0.068 8.34906 8.34906 3.49078e-14
0.069 8.32478 8.32478 3.48836e-14
0.07 8.3005 8.3005 3.48575e-14
0.071 8.27623 8.27623 3.48315e-14
0.072 8.25195 8.25195 3.48072e-14
0.073 8.22767 8.22767 3.47812e-14
0.074 8.20339 8.20339 3.47569e-14
0.075 8.17911 8.17911 3.47309e-14
0.076 8.15483 8.15483 3.47049e-14
0.077 8.13055 8.13055 3.46806e-14
0.078 8.10628 8.10628 3.46546e-14
0.079 8.082 8.082 3.46286e-14
0.08 8.05772 8.05772 3.46043e-14
0.081 8.03344 8.03344 3.45782e-14
0.082 8.00916 8.00916 3.45522e-14
0.083 7.98488 7.98488 3.45279e-14
0.084 7.96061 7.96061 3.45019e-14
0.085 7.93633 7.93633 3.44759e-14
0.086 7.91205 7.91205 3.44516e-14
0.087 7.88777 7.88777 3.44256e-14
0.088 7.86349 7.86349 3.43996e-14
0.089 7.83921 7.83921 3.43753e-14
0.09 7.81493 7.81493 3.43493e-14
0.091 7.79066 7.79066 3.43232e-14
0.092 7.76638 7.76638 3.4299e-14
0.093 7.7421 7.7421 3.42729e-14
0.094 7.71782 7.71782 3.42486e-14
0.095 7.69354 7.69354 3.42226e-14
0.096 7.66926 7.66926 3.41966e-14
0.097 7.64498 7.64498 3.41723e-14
0.098 7.62071 7.62071 3.41463e-14
0.099 7.59643 7.59643 3.41203e-14
0.1 7.57215 7.57215 3.4096e-14
0.101 7.54787 7.54787 3.407e-14
0.102 7.52359 7.52359 3.40439e-14
0.103 7.49931 7.49931 3.40197e-14
0.104 7.47503 7.47503 3.39936e-14
0.105 7.45076 7.45076 3.41688e-14
0.106 7.42648 7.42648 3.37386e-14
0.107 7.4022 7.4022 3.41237e-14
0.108 7.37792 7.37792 3.36831e-14
0.109 7.35364 7.35364 3.40769e-14
0.11 7.32936 7.32936 3.40526e-14
0.111 7.30509 7.30509 3.40283e-14
0.112 7.28081 7.28081 3.40058e-14
0.113 7.25653 7.25653 3.39815e-14
0.114 7.23225 7.23225 3.35218e-14
0.115 7.20797 7.20797 3.39364e-14
0.116 7.18369 7.18369 3.34646e-14
0.117 7.15941 7.15941 3.38896e-14
0.118 7.13514 7.13514 3.38653e-14
0.119 7.11086 7.11086 3.3841e-14
0.12 7.08658 7.08658 3.38184e-14
0.121 7.0623 7.0623 3.33292e-14
0.122 7.03802 7.03802 3.37699e-14
0.123 7.01374 7.01374 3.32755e-14
0.124 6.98946 6.98946 3.37248e-14
0.125 6.96519 6.96519 3.37005e-14
0.126 6.94091 6.94091 3.31922e-14
0.127 6.91663 6.91663 3.31644e-14
0.128 6.89235 6.89235 3.31367e-14
0.129 6.86807 6.86807 3.36068e-14
0.13 6.84379 6.84379 3.30829e-14
0.131 6.81952 6.81952 3.35582e-14
0.132 6.79524 6.79524 3.30291e-14
0.133 6.77096 6.77096 3.29996e-14
0.134 6.74668 6.74668 3.29736e-14
0.135 6.7224 6.7224 3.29459e-14
0.136 6.69812 6.69812 3.29181e-14
0.137 6.67384 6.67384 3.34194e-14
0.138 6.64957 6.64957 3.28643e-14
0.139 6.62529 6.62529 3.33709e-14
0.14 6.60101 6.60101 3.28106e-14
0.141 6.57673 6.57673 3.27828e-14
0.142 6.55245 6.55245 3.2755e-14
0.143 6.52817 6.52817 3.27273e-14
0.144 6.50389 6.50389 3.32546e-14
0.145 6.47962 6.47962 3.26718e-14
0.146 6.45534 6.45534 3.32078e-14
0.147 6.43106 6.43106 3.2618e-14
0.148 6.40678 6.40678 3.25902e-14
0.149 6.3825 6.3825 3.25642e-14
0.15 6.35822 6.35822 3.25365e-14
0.151 6.33394 6.33394 3.25087e-14
0.152 6.30967 6.30967 3.30673e-14
0.153 6.28539 6.28539 3.24532e-14
0.154 6.26111 6.26111 3.30187e-14
0.155 6.23683 6.23683 3.23994e-14
0.156 6.21255 6.21255 3.23717e-14
0.157 6.18827 6.18827 3.23457e-14
0.158 6.164 6.164 3.23179e-14
0.159 6.13972 6.13972 3.22901e-14
0.16 6.11544 6.11544 3.28782e-14
0.161 6.09116 6.09116 3.22346e-14
0.162 6.06688 6.06688 3.28314e-14
0.163 6.0426 6.0426 3.28088e-14
0.164 6.01832 6.01832 3.27845e-14
0.165 5.99405 5.99405 3.27603e-14
0.166 5.96977 5.96977 3.27377e-14
0.167 5.94549 5.94549 3.20716e-14
0.168 5.92121 5.92121 3.26891e-14
0.169 5.89693 5.89693 3.20178e-14
0.17 5.87265 5.87265 3.2644e-14
0.171 5.84837 5.84837 3.26197e-14
0.172 5.8241 5.8241 3.25972e-14
0.173 5.79982 5.79982 3.25729e-14
0.174 5.77554 5.77554 3.25486e-14
0.175 5.75126 5.75126 3.1853e-14
0.176 5.72698 5.72698 3.25018e-14
0.177 5.7027 5.7027 3.17992e-14
0.178 5.67842 5.67842 3.24549e-14
0.179 5.65415 5.65415 3.24324e-14
0.18 5.62987 5.62987 3.24098e-14
0.181 5.60559 5.60559 3.23856e-14
0.182 5.58131 5.58131 3.16604e-14
0.183 5.55703 5.55703 3.23387e-14
0.184 5.53275 5.53275 3.16067e-14
0.185 5.50848 5.50848 3.22901e-14
0.186 5.4842 5.4842 3.22676e-14
0.187 5.45992 5.45992 3.22433e-14
0.188 5.43564 5.43564 3.22208e-14
0.189 5.41136 5.41136 3.21982e-14
0.19 5.38708 5.38708 3.14419e-14
0.191 5.3628 5.3628 3.21496e-14
0.192 5.33853 5.33853 3.13881e-14
0.193 5.31425 5.31425 3.21028e-14
0.194 5.28997 5.28997 3.20785e-14
0.195 5.26569 5.26569 3.2056e-14
0.196 5.24141 5.24141 3.20317e-14
0.197 5.21713 5.21713 3.20109e-14
0.198 5.19285 5.19285 3.12233e-14
0.199 5.16858 5.16858 3.19623e-14
0.2 5.1443 5.1443 3.11695e-14
0.201 5.12002 5.12002 3.19154e-14
0.202 5.09574 5.09574 3.18912e-14
0.203 5.07146 5.07146 3.18686e-14
0.204 5.04718 5.04718 3.18443e-14
0.205 5.02291 5.02291 3.10325e-14
0.206 4.99863 4.99863 3.17992e-14
0.207 4.97435 4.97435 3.0977e-14
0.208 4.95007 4.95007 3.17506e-14
0.209 4.92579 4.92579 3.17281e-14
0.21 4.90151 4.90151 3.17038e-14
0.211 4.87723 4.87723 3.16795e-14
0.212 4.85296 4.85296 3.1657e-14
0.213 4.82868 4.82868 3.08139e-14
0.214 4.8044 4.8044 3.16084e-14
0.215 4.78012 4.78012 3.07584e-14
0.216 4.75584 4.75584 3.15633e-14
0.217 4.73156 4.73156 3.15407e-14
0.218 4.70728 4.70728 3.06768e-14
0.219 4.68301 4.68301 3.06491e-14
0.22 4.65873 4.65873 3.06231e-14
0.221 4.63445 4.63445 3.05953e-14
0.222 4.61017 4.61017 3.05676e-14
0.223 4.58589 4.58589 3.05415e-14
0.224 4.56161 4.56161 3.05121e-14
0.225 4.53733 4.53733 3.04843e-14
0.226 4.51306 4.51306 3.04583e-14
0.227 4.48878 4.48878 3.04305e-14
0.228 4.4645 4.4645 3.04028e-14
0.229 4.44022 4.44022 3.03767e-14
0.23 4.41594 4.41594 3.0349e-14
0.231 4.39166 4.39166 3.03212e-14
0.232 4.36739 4.36739 3.02952e-14
0.233 4.34311 4.34311 3.02675e-14
0.234 4.31883 4.31883 3.0238e-14
0.235 4.29455 4.29455 3.02119e-14
0.236 4.27027 4.27027 3.01842e-14
0.237 4.24599 4.24599 3.01582e-14
0.238 4.22171 4.22171 3.01304e-14
0.239 4.19744 4.19744 3.01027e-14
0.24 4.17316 4.17316 3.00766e-14
0.241 4.14888 4.14888 3.00489e-14
0.242 4.1246 4.1246 3.00211e-14
0.243 4.10032 4.10032 2.99934e-14
0.244 4.07604 4.07604 2.99656e-14
0.245 4.05176 4.05176 2.99379e-14
0.246 4.02749 4.02749 2.99118e-14
0.247 4.00321 4.00321 2.98841e-14
0.248 3.97893 3.97893 2.98563e-14
0.249 3.95465 3.95465 2.98303e-14
0.25 3.93037 3.93037 2.98025e-14
0.251 3.90609 3.90609 2.97748e-14
0.252 3.88182 3.88182 2.9747e-14
0.253 3.85754 3.85754 2.97193e-14
0.254 3.83326 3.83326 2.96915e-14
0.255 3.80898 3.80898 2.96655e-14
0.256 3.7847 3.7847 2.96378e-14
0.257 3.76042 3.76042 2.96117e-14
0.258 3.73614 3.73614 2.9584e-14
0.259 3.71187 3.71187 2.95562e-14
0.26 3.68759 3.68759 2.95302e-14
0.261 3.66331 3.66331 2.95007e-14
0.262 3.63903 3.63903 2.9473e-14
0.263 3.61475 3.61475 2.94469e-14
0.264 3.59047 3.59047 2.94192e-14
0.265 3.56619 3.56619 2.93914e-14
0.266 3.54192 3.54192 2.93654e-14
0.267 3.51764 3.51764 2.93376e-14
0.268 3.49336 3.49336 2.93099e-14
0.269 3.46908 3.46908 2.92839e-14
0.27 3.4448 3.4448 2.92544e-14
0.271 3.42052 3.42052 2.92266e-14
0.272 3.39624 3.39624 2.92006e-14
0.273 3.37197 3.37197 2.91728e-14
0.274 3.34769 3.34769 2.91451e-14
0.275 3.32341 3.32341 2.91191e-14
0.276 3.29913 3.29913 2.90913e-14
0.277 3.27485 3.27485 2.90653e-14
0.278 3.25057 3.25057 2.90375e-14
0.279 3.2263 3.2263 2.9008e-14
0.28 3.20202 3.20202 2.8982e-14
0.281 3.17774 3.17774 2.89543e-14
0.282 3.15346 3.15346 2.89265e-14
0.283 3.12918 3.12918 2.89005e-14
0.284 3.1049 3.1049 2.88727e-14
0.285 3.08062 3.08062 2.8845e-14
0.286 3.05635 3.05635 2.8819e-14
0.287 3.03207 3.03207 2.87912e-14
0.288 3.00779 3.00779 2.87617e-14
0.289 2.98351 2.98351 2.87357e-14
0.29 2.95923 2.95923 2.87079e-14
0.291 2.93495 2.93495 2.86802e-14
0.292 2.91067 2.91067 2.86542e-14
0.293 2.8864 2.8864 2.86264e-14
0.294 2.86212 2.86212 2.85987e-14
0.295 2.83784 2.83784 2.85726e-14
0.296 2.81356 2.81356 2.85449e-14
0.297 2.78928 2.78928 2.85154e-14
0.298 2.765 2.765 2.84894e-14
0.299 2.74073 2.74073 2.84616e-14
0.3 2.71645 2.71645 2.84356e-14
0.301 2.69217 2.69217 2.84078e-14
0.302 2.66789 2.66789 2.83801e-14
0.303 2.64361 2.64361 2.83541e-14
0.304 2.61933 2.61933 2.83263e-14
0.305 2.59505 2.59505 2.82985e-14
0.306 2.57078 2.57078 2.82708e-14
0.307 2.5465 2.5465 2.8243e-14
0.308 2.52222 2.52222 2.82153e-14
0.309 2.49794 2.49794 2.81893e-14
0.31 2.47366 2.47366 2.81615e-14
0.311 2.44938 2.44938 2.81337e-14
0.312 2.4251 2.4251 2.81077e-14
0.313 2.40083 2.40083 2.808e-14
0.314 2.37655 2.37655 2.80522e-14
0.315 2.35227 2.35227 2.80245e-14
0.316 2.32799 2.32799 2.79967e-14
0.317 2.30371 2.30371 2.79689e-14
0.318 2.27943 2.27943 2.79429e-14
0.319 2.25515 2.25515 2.79152e-14
0.32 2.23088 2.23088 2.78891e-14
0.321 2.2066 2.2066 2.78614e-14
0.322 2.18232 2.18232 2.78336e-14
0.323 2.15804 2.15804 2.78076e-14
0.324 2.13376 2.13376 2.77799e-14
0.325 2.10948 2.10948 2.77504e-14
0.326 2.08521 2.08521 2.77244e-14
0.327 2.06093 2.06093 2.76966e-14
0.328 2.03665 2.03665 2.76688e-14
0.329 2.01237 2.01237 2.76428e-14
0.33 1.98809 1.98809 2.76151e-14
0.331 1.96381 1.96381 2.75873e-14
0.332 1.93953 1.93953 2.75613e-14
0.333 1.91526 1.91526 2.75335e-14
0.334 1.89098 1.89098 2.7504e-14
0.335 1.8667 1.8667 2.7478e-14
0.336 1.84242 1.84242 2.74503e-14
0.337 1.81814 1.81814 2.74225e-14
0.338 1.79386 1.79386 2.73965e-14
0.339 1.76958 1.76958 2.73687e-14
0.34 1.74531 1.74531 2.73427e-14
0.341 1.72103 1.72103 2.7315e-14
0.342 1.69675 1.69675 2.72872e-14
0.343 1.67247 1.67247 2.72594e-14
0.344 1.64819 1.64819 2.72317e-14
0.345 1.62391 1.62391 2.72039e-14
0.346 1.59964 1.59964 2.71779e-14
0.347 1.57536 1.57536 2.71502e-14
0.348 1.55108 1.55108 2.71224e-14
0.349 1.5268 1.5268 2.70964e-14
0.35 1.50252 1.50252 2.70686e-14
0.351 1.47824 1.47824 2.70409e-14
0.352 1.45396 1.45396 2.70131e-14
0.353 1.42969 1.42969 2.69854e-14
0.354 1.40541 1.40541 2.69576e-14
0.355 1.38113 1.38113 2.69316e-14
0.356 1.35685 1.35685 2.69038e-14
0.357 1.33257 1.33257 2.68761e-14
0.358 1.30829 1.30829 2.685e-14
0.359 1.28401 1.28401 2.68223e-14
0.36 1.25974 1.25974 2.67963e-14
0.361 1.23546 1.23546 2.67668e-14
0.362 1.21118 1.21118 2.6739e-14
0.363 1.1869 1.1869 2.6713e-14
0.364 1.16262 1.16262 2.66853e-14
0.365 1.13834 1.13834 2.66575e-14
0.366 1.11406 1.11406 2.66315e-14
0.367 1.08979 1.08979 2.66037e-14
0.368 1.06551 1.06551 2.6576e-14
0.369 1.04123 1.04123 2.65499e-14
0.37 1.01695 1.01695 2.65205e-14
0.371 0.992672 0.992672 2.64927e-14
0.372 0.968394 0.968394 2.64667e-14
0.373 0.944115 0.944115 2.64389e-14
0.374 0.919837 0.919837 2.64112e-14
0.375 0.895558 0.895558 2.63851e-14
0.376 0.87128 0.87128 2.63574e-14
0.377 0.847001 0.847001 2.63296e-14
0.378 0.822723 0.822723 2.63036e-14
0.379 0.798444 0.798444 2.62741e-14
0.38 0.774166 0.774166 2.62481e-14
0.381 0.749887 0.749887 2.62203e-14
0.382 0.725609 0.725609 2.61926e-14
0.383 0.70133 0.70133 2.61666e-14
0.384 0.677052 0.677052 2.61388e-14
0.385 0.652773 0.652773 2.61111e-14
0.386 0.628495 0.628495 2.6085e-14
0.387 0.604216 0.604216 2.60573e-14
0.388 0.579938 0.579938 2.60278e-14
0.389 0.555659 0.555659 2.60018e-14
0.39 0.531381 0.531381 2.5974e-14
0.391 0.507102 0.507102 2.59463e-14
0.392 0.482824 0.482824 2.59202e-14
0.393 0.458545 0.458545 2.58925e-14
0.394 0.434267 0.434267 2.58647e-14
0.395 0.409988 0.409988 2.58387e-14
0.396 0.38571 0.38571 2.5811e-14
0.397 0.361431 0.361431 2.57815e-14
0.398 0.337152 0.337152 2.57554e-14
0.399 0.312874 0.312874 2.57277e-14
0.4 0.288595 0.288595 2.57017e-14
0.401 0.264317 0.264317 2.56739e-14
0.402 0.240038 0.240038 2.56462e-14
0.403 0.21576 0.21576 2.56201e-14
0.404 0.191481 0.191481 2.55924e-14
0.405 0.167203 0.167203 2.55646e-14
0.406 0.142924 0.142924 2.55386e-14
0.407 0.118646 0.118646 2.55091e-14
0.408 0.0943674 0.0943674 2.54814e-14
0.409 0.0700889 0.0700889 2.54553e-14
0.41 0.0458104 0.0458104 2.54276e-14
0.411 0.0215318 0.0215318 2.53998e-14
0.412 -4.61853e-14 -4.61853e-14 2.53773e-14
0.413 -4.61853e-14 -4.61853e-14 2.53773e-14
0.414 -4.61853e-14 -4.61853e-14 2.53773e-14
0.415 -4.61853e-14 -4.61853e-14 2.53773e-14
0.416 -4.61853e-14 -4.61853e-14 2.53773e-14
0.417 -4.61853e-14 -4.61853e-14 2.53773e-14
0.418 -4.61853e-14 -4.61853e-14 2.53773e-14
0.419 -4.61853e-14 -4.61853e-14 2.53773e-14
0.42 -4.61853e-14 -4.61853e-14 2.53773e-14
0.421 -4.61853e-14 -4.61853e-14 2.53773e-14
0.422 -4.61853e-14 -4.61853e-14 2.53773e-14
0.423 -4.61853e-14 -4.61853e-14 2.53773e-14
0.424 -4.61853e-14 -4.61853e-14 2.53773e-14
0.425 -4.61853e-14 -4.61853e-14 2.53773e-14
0.426 -4.61853e-14 -4.61853e-14 2.53773e-14
0.427 -4.61853e-14 -4.61853e-14 2.53773e-14
0.428 -4.61853e-14 -4.61853e-14 2.53773e-14
0.429 -4.61853e-14 -4.61853e-14 2.53773e-14
0.43 -4.61853e-14 -4.61853e-14 2.53773e-14
0.431 -4.61853e-14 -4.61853e-14 2.53773e-14
0.432 -4.61853e-14 -4.61853e-14 2.53773e-14
0.433 -4.61853e-14 -4.61853e-14 2.53773e-14
0.434 -4.61853e-14 -4.61853e-14 2.53773e-14
0.435 -4.61853e-14 -4.61853e-14 2.53773e-14
0.436 -4.61853e-14 -4.61853e-14 2.53773e-14
0.437 -4.61853e-14 -4.61853e-14 2.53773e-14
0.438 -4.61853e-14 -4.61853e-14 2.53773e-14
0.439 -4.61853e-14 -4.61853e-14 2.53773e-14
0.44 -4.61853e-14 -4.61853e-14 2.53773e-14
0.441 -4.61853e-14 -4.61853e-14 2.53773e-14
0.442 -4.61853e-14 -4.61853e-14 2.53773e-14
0.443 -4.61853e-14 -4.61853e-14 2.53773e-14
0.444 -4.61853e-14 -4.61853e-14 2.53773e-14
0.445 -4.61853e-14 -4.61853e-14 2.53773e-14
0.446 -4.61853e-14 -4.61853e-14 2.53773e-14
0.447 -4.61853e-14 -4.61853e-14 2.53773e-14
0.448 -4.61853e-14 -4.61853e-14 2.53773e-14
0.449 -4.61853e-14 -4.61853e-14 2.53773e-14
0.45 -4.61853e-14 -4.61853e-14 2.53773e-14
0.451 -4.61853e-14 -4.61853e-14 2.53773e-14
0.452 -4.61853e-14 -4.61853e-14 2.53773e-14
0.453 -4.61853e-14 -4.61853e-14 2.53773e-14
0.454 -4.61853e-14 -4.61853e-14 2.53773e-14
0.455 -4.61853e-14 -4.61853e-14 2.53773e-14
0.456 -4.61853e-14 -4.61853e-14 2.53773e-14
0.457 -4.61853e-14 -4.61853e-14 2.53773e-14
0.458 -4.61853e-14 -4.61853e-14 2.53773e-14
0.459 -4.61853e-14 -4.61853e-14 2.53773e-14
0.46 -4.61853e-14 -4.61853e-14 2.53773e-14
0.461 -4.61853e-14 -4.61853e-14 2.53773e-14
0.462 -4.61853e-14 -4.61853e-14 2.53773e-14
0.463 -4.61853e-14 -4.61853e-14 2.53773e-14
0.464 -4.61853e-14 -4.61853e-14 2.53773e-14
0.465 -4.61853e-14 -4.61853e-14 2.53773e-14
0.466 -4.61853e-14 -4.61853e-14 2.53773e-14
0.467 -4.61853e-14 -4.61853e-14 2.53773e-14
0.468 -4.61853e-14 -4.61853e-14 2.53773e-14
0.469 -4.61853e-14 -4.61853e-14 2.53773e-14
0.47 -4.61853e-14 -4.61853e-14 2.53773e-14
0.471 -4.61853e-14 -4.61853e-14 2.53773e-14
0.472 -4.61853e-14 -4.61853e-14 2.53773e-14
0.473 -4.61853e-14 -4.61853e-14 2.53773e-14
0.474 -4.61853e-14 -4.61853e-14 2.53773e-14
0.475 -4.61853e-14 -4.61853e-14 2.53773e-14
0.476 -4.61853e-14 -4.61853e-14 2.53773e-14
0.477 -4.61853e-14 -4.61853e-14 2.53773e-14
0.478 -4.61853e-14 -4.61853e-14 2.53773e-14
0.479 -4.61853e-14 -4.61853e-14 2.53773e-14
0.48 -4.61853e-14 -4.61853e-14 2.53773e-14
0.481 -4.61853e-14 -4.61853e-14 2.53773e-14
0.482 -4.61853e-14 -4.61853e-14 2.53773e-14
0.483 -4.61853e-14 -4.61853e-14 2.53773e-14
0.484 -4.61853e-14 -4.61853e-14 2.53773e-14
0.485 -4.61853e-14 -4.61853e-14 2.53773e-14
0.486 -4.61853e-14 -4.61853e-14 2.53773e-14
0.487 -4.61853e-14 -4.61853e-14 2.53773e-14
0.488 -4.61853e-14 -4.61853e-14 2.53773e-14
0.489 -4.61853e-14 -4.61853e-14 2.53773e-14
0.49 -4.61853e-14 -4.61853e-14 2.53773e-14
0.491 -4.61853e-14 -4.61853e-14 2.53773e-14
0.492 -4.61853e-14 -4.61853e-14 2.53773e-14
0.493 -4.61853e-14 -4.61853e-14 2.53773e-14
0.494 -4.61853e-14 -4.61853e-14 2.53773e-14
0.495 -4.61853e-14 -4.61853e-14 2.53773e-14
0.496 -4.61853e-14 -4.61853e-14 2.53773e-14
0.497 -4.61853e-14 -4.61853e-14 2.53773e-14
0.498 -4.61853e-14 -4.61853e-14 2.53773e-14
0.499 -4.61853e-14 -4.61853e-14 2.53773e-14
0.5 -4.61853e-14 -4.61853e-14 2.53773e-14
0.501 -5.50671e-14 -5.50671e-14 2.53773e-14
0.502 -5.50671e-14 -5.50671e-14 2.53773e-14
0.503 -5.50671e-14 -5.50671e-14 2.53773e-14
0.504 -5.50671e-14 -5.50671e-14 2.53773e-14
0.505 -5.50671e-14 -5.50671e-14 2.53773e-14
0.506 -5.50671e-14 -5.50671e-14 2.53773e-14
0.507 -5.50671e-14 -5.50671e-14 2.53773e-14
0.508 -5.50671e-14 -5.50671e-14 2.53773e-14
0.509 -5.50671e-14 -5.50671e-14 2.53773e-14
0.51 -5.50671e-14 -5.50671e-14 2.53773e-14
0.511 -5.50671e-14 -5.50671e-14 2.53773e-14
0.512 -5.50671e-14 -5.50671e-14 2.53773e-14
0.513 -5.50671e-14 -5.50671e-14 2.53773e-14
0.514 -5.50671e-14 -5.50671e-14 2.53773e-14
0.515 -5.50671e-14 -5.50671e-14 2.53773e-14
0.516 -5.50671e-14 -5.50671e-14 2.53773e-14
0.517 -5.50671e-14 -5.50671e-14 2.53773e-14
0.518 -5.50671e-14 -5.50671e-14 2.53773e-14
0.519 -5.50671e-14 -5.50671e-14 2.53773e-14
0.52 -5.50671e-14 -5.50671e-14 2.53773e-14
0.521 -5.50671e-14 -5.50671e-14 2.53773e-14
0.522 -5.50671e-14 -5.50671e-14 2.53773e-14
0.523 -5.50671e-14 -5.50671e-14 2.53773e-14
0.524 -5.50671e-14 -5.50671e-14 2.53773e-14
0.525 -5.50671e-14 -5.50671e-14 2.53773e-14
0.526 -5.50671e-14 -5.50671e-14 2.53773e-14
0.527 -5.50671e-14 -5.50671e-14 2.53773e-14
0.528 -5.50671e-14 -5.50671e-14 2.53773e-14
0.529 -5.50671e-14 -5.50671e-14 2.53773e-14
0.53 -5.50671e-14 -5.50671e-14 2.53773e-14
0.531 -5.50671e-14 -5.50671e-14 2.53773e-14
0.532 -5.50671e-14 -5.50671e-14 2.53773e-14
0.533 -5.50671e-14 -5.50671e-14 2.53773e-14
0.534 -5.50671e-14 -5.50671e-14 2.53773e-14
0.535 -5.50671e-14 -5.50671e-14 2.53773e-14
0.536 -5.50671e-14 -5.50671e-14 2.53773e-14
0.537 -5.50671e-14 -5.50671e-14 2.53773e-14
0.538 -5.50671e-14 -5.50671e-14 2.53773e-14
0.539 -5.50671e-14 -5.50671e-14 2.53773e-14
0.54 -5.50671e-14 -5.50671e-14 2.53773e-14
0.541 -5.50671e-14 -5.50671e-14 2.53773e-14
0.542 -5.50671e-14 -5.50671e-14 2.53773e-14
0.543 -5.50671e-14 -5.50671e-14 2.53773e-14
0.544 -5.50671e-14 -5.50671e-14 2.53773e-14
0.545 -5.50671e-14 -5.50671e-14 2.53773e-14
0.546 -5.50671e-14 -5.50671e-14 2.53773e-14
0.547 -5.50671e-14 -5.50671e-14 2.53773e-14
0.548 -5.50671e-14 -5.50671e-14 2.53773e-14
0.549 -5.50671e-14 -5.50671e-14 2.53773e-14
0.55 -5.50671e-14 -5.50671e-14 2.53773e-14
0.551 -5.50671e-14 -5.50671e-14 2.53773e-14
0.552 -5.50671e-14 -5.50671e-14 2.53773e-14
0.553 -5.50671e-14 -5.50671e-14 2.53773e-14
0.554 -5.50671e-14 -5.50671e-14 2.53773e-14
0.555 -5.50671e-14 -5.50671e-14 2.53773e-14
0.556 -5.50671e-14 -5.50671e-14 2.53773e-14
0.557 -5.50671e-14 -5.50671e-14 2.53773e-14
0.558 -5.50671e-14 -5.50671e-14 2.53773e-14
0.559 -5.50671e-14 -5.50671e-14 2.53773e-14
0.56 -5.50671e-14 -5.50671e-14 2.53773e-14
0.561 -5.50671e-14 -5.50671e-14 2.53773e-14
0.562 -5.50671e-14 -5.50671e-14 2.53773e-14
0.563 -5.50671e-14 -5.50671e-14 2.53773e-14
0.564 -5.50671e-14 -5.50671e-14 2.53773e-14
0.565 -5.50671e-14 -5.50671e-14 2.53773e-14
0.566 -5.50671e-14 -5.50671e-14 2.53773e-14
0.567 -5.50671e-14 -5.50671e-14 2.53773e-14
0.568 -5.50671e-14 -5.50671e-14 2.53773e-14
0.569 -5.50671e-14 -5.50671e-14 2.53773e-14
0.57 -5.50671e-14 -5.50671e-14 2.53773e-14
0.571 -5.50671e-14 -5.50671e-14 2.53773e-14
0.572 -5.50671e-14 -5.50671e-14 2.53773e-14
0.573 -5.50671e-14 -5.50671e-14 2.53773e-14
0.574 -5.50671e-14 -5.50671e-14 2.53773e-14
0.575 -5.50671e-14 -5.50671e-14 2.53773e-14
0.576 -5.50671e-14 -5.50671e-14 2.53773e-14
