0.001 9.99306 9.99306 3.66113e-14 -0.0173418 0.0173418 6.35358e-17
0.002 9.98613 9.98613 3.65853e-14 -0.0346836 0.0346836 1.27063e-16
0.003 9.97919 9.97919 3.6561e-14 -0.0520254 0.0520254 1.90557e-16
0.004 9.97225 9.97225 3.6535e-14 -0.0693672 0.0693672 2.54118e-16
0.005 9.96532 9.96532 3.6509e-14 -0.086709 0.086709 3.1768e-16
0.006 9.95838 9.95838 3.64847e-14 -0.104051 0.104051 3.81241e-16
0.007 9.95144 9.95144 3.64587e-14 -0.121393 0.121393 4.44802e-16
0.008 9.94451 9.94451 3.64327e-14 -0.138734 0.138734 5.08364e-16
0.009 9.93757 9.93757 3.64084e-14 -0.156076 0.156076 5.71789e-16
0.01 9.93063 9.93063 3.63824e-14 -0.173418 0.173418 6.35215e-16
0.011 9.9237 9.9237 3.63563e-14 -0.19076 0.19076 6.98641e-16
0.012 9.91676 9.91676 3.6332e-14 -0.208102 0.208102 7.62067e-16
0.013 9.90982 9.90982 3.6306e-14 -0.225443 0.225443 8.25493e-16
0.014 9.90289 9.90289 3.62817e-14 -0.242785 0.242785 8.88919e-16
0.015 9.89595 9.89595 3.62557e-14 -0.260127 0.260127 9.52344e-16
0.016 9.88901 9.88901 3.62297e-14 -0.277469 0.277469 1.01577e-15
0.017 9.88208 9.88208 3.62054e-14 -0.29481 0.29481 1.0792e-15
0.018 9.87514 9.87514 3.61794e-14 -0.312152 0.312152 1.14262e-15
0.019 9.8682 9.8682 3.61534e-14 -0.329494 0.329494 1.20605e-15
0.02 9.86127 9.86127 3.61291e-14 -0.346836 0.346836 1.26947e-15
0.021 9.85433 9.85433 3.61031e-14 -0.364178 0.364178 1.33344e-15
0.022 9.84739 9.84739 3.6077e-14 -0.381519 0.381519 1.39687e-15
0.023 9.84046 9.84046 3.60528e-14 -0.398861 0.398861 1.46029e-15
0.024 9.83352 9.83352 3.60267e-14 -0.416203 0.416203 1.52372e-15
0.025 9.82658 9.82658 3.60007e-14 -0.433545 0.433545 1.58714e-15
0.026 9.81965 9.81965 3.59764e-14 -0.450887 0.450887 1.65057e-15
0.027 9.81271 9.81271 3.59504e-14 -0.468228 0.468228 1.71454e-15
0.028 9.80577 9.80577 3.59244e-14 -0.48557 0.48557 1.77796e-15
0.029 9.79884 9.79884 3.59001e-14 -0.502912 0.502912 1.84139e-15
0.03 9.7919 9.7919 3.58741e-14 -0.520254 0.520254 1.90427e-15
0.031 9.78496 9.78496 3.58481e-14 -0.537596 0.537596 1.96824e-15
0.032 9.77803 9.77803 3.58238e-14 -0.554937 0.554937 2.03223e-15
0.033 9.77109 9.77109 3.57978e-14 -0.572279 0.572279 2.09622e-15
0.034 9.76415 9.76415 3.57735e-14 -0.589621 0.589621 2.1602e-15
0.035 9.75721 9.75721 3.57474e-14 -0.606963 0.606963 2.22421e-15
0.036 9.75028 9.75028 3.57214e-14 -0.624305 0.624305 2.28709e-15
0.037 9.74334 9.74334 3.56971e-14 -0.641646 0.641646 2.3511e-15
0.038 9.7364 9.7364 3.56711e-14 -0.658988 0.658988 2.41506e-15
0.039 9.72947 9.72947 3.56451e-14 -0.67633 0.67633 2.479e-15
0.04 9.72253 9.72253 3.56208e-14 -0.693672 0.693672 2.54192e-15
0.041 9.71559 9.71559 3.55948e-14 -0.711014 0.711014 2.60582e-15
0.042 9.70866 9.70866 3.55688e-14 -0.728355 0.728355 2.66881e-15
0.043 9.70172 9.70172 3.55445e-14 -0.745697 0.745697 2.7318e-15
0.044 9.69478 9.69478 3.55185e-14 -0.763039 0.763039 2.79577e-15
0.045 9.68785 9.68785 3.54924e-14 -0.780381 0.780381 2.85974e-15
0.046 9.68091 9.68091 3.54682e-14 -0.797723 0.797723 2.92378e-15
0.047 9.67397 9.67397 3.54421e-14 -0.815064 0.815064 2.98656e-15
0.048 9.66704 9.66704 3.54161e-14 -0.832406 0.832406 3.04952e-15
0.049 9.6601 9.6601 3.53918e-14 -0.849748 0.849748 3.1137e-15
0.05 9.65316 9.65316 3.53658e-14 -0.86709 0.86709 3.17761e-15
0.051 9.64623 9.64623 3.53398e-14 -0.884431 0.884431 3.24043e-15
0.052 9.63929 9.63929 3.53155e-14 -0.901773 0.901773 3.30339e-15
0.053 9.63235 9.63235 3.52895e-14 -0.919115 0.919115 3.36743e-15
0.054 9.62542 9.62542 3.52652e-14 -0.936457 0.936457 3.43039e-15
0.055 9.61848 9.61848 3.52392e-14 -0.953799 0.953799 3.49443e-15
0.056 9.61154 9.61154 3.52132e-14 -0.97114 0.97114 3.55739e-15
0.057 9.60461 9.60461 3.51889e-14 -0.988482 0.988482 3.62144e-15
0.058 9.59767 9.59767 3.51628e-14 -1.00582 1.00582 3.68432e-15
0.059 9.59073 9.59073 3.51368e-14 -1.02317 1.02317 3.74735e-15
0.06 9.5838 9.5838 3.51125e-14 -1.04051 1.04051 3.81031e-15
0.061 9.57686 9.57686 3.50865e-14 -1.05785 1.05785 3.87327e-15
0.062 9.56992 9.56992 3.50605e-14 -1.07519 1.07519 3.93631e-15
0.063 9.56299 9.56299 3.50362e-14 -1.09253 1.09253 3.99934e-15
0.064 9.55605 9.55605 3.50102e-14 -1.10987 1.10987 4.06454e-15
0.065 9.54911 9.54911 3.49842e-14 -1.12722 1.12722 4.12758e-15
0.066 9.54218 9.54218 3.49599e-14 -1.14456 1.14456 4.19278e-15
0.067 9.53524 9.53524 3.49339e-14 -1.1619 1.1619 4.25581e-15
0.068 9.5283 9.5283 3.49078e-14 -1.17924 1.17924 4.32102e-15
0.069 9.52137 9.52137 3.48836e-14 -1.19658 1.19658 4.38405e-15
0.07 9.51443 9.51443 3.48575e-14 -1.21393 1.21393 4.44708e-15
0.071 9.50749 9.50749 3.48315e-14 -1.23127 1.23127 4.51012e-15
0.072 9.50056 9.50056 3.48072e-14 -1.24861 1.24861 4.57502e-15
0.073 9.49362 9.49362 3.47812e-14 -1.26595 1.26595 4.63977e-15
0.074 9.48668 9.48668 3.47569e-14 -1.28329 1.28329 4.7025e-15
0.075 9.47975 9.47975 3.47309e-14 -1.30063 1.30063 4.76756e-15
0.076 9.47281 9.47281 3.47049e-14 -1.31798 1.31798 4.83029e-15
0.077 9.46587 9.46587 3.46806e-14 -1.33532 1.33532 4.89302e-15
0.078 9.45894 9.45894 3.46546e-14 -1.35266 1.35266 4.95561e-15
0.079 9.452 9.452 3.46286e-14 -1.37 1.37 5.02066e-15
0.08 9.44506 9.44506 3.46043e-14 -1.38734 1.38734 5.08571e-15
0.081 9.43813 9.43813 3.45782e-14 -1.40469 1.40469 5.14829e-15
0.082 9.43119 9.43119 3.45522e-14 -1.42203 1.42203 5.21088e-15
0.083 9.42425 9.42425 3.45279e-14 -1.43937 1.43937 5.27376e-15
0.084 9.41732 9.41732 3.45019e-14 -1.45671 1.45671 5.33866e-15
0.085 9.41038 9.41038 3.44759e-14 -1.47405 1.47405 5.40386e-15
0.086 9.40344 9.40344 3.44516e-14 -1.49139 1.49139 5.46645e-15
0.087 9.39651 9.39651 3.44256e-14 -1.50874 1.50874 5.52903e-15
0.088 9.38957 9.38957 3.43996e-14 -1.52608 1.52608 5.59146e-15
