0 1.5708 0 0 0 0
0.001 1.57079 3.0239e-06 -7.30278e-07 1.76895e-07 -4.50497e-08
0.002 1.57079 9.0717e-06 -2.19083e-06 5.30686e-07 -1.35149e-07
0.003 1.57078 1.81434e-05 -4.38167e-06 1.06137e-06 -2.70298e-07
0.004 1.57077 3.0239e-05 -7.30278e-06 1.76895e-06 -4.50497e-07
0.005 1.57076 4.53585e-05 -1.09542e-05 2.65343e-06 -6.75745e-07
0.006 1.57075 6.35019e-05 -1.53358e-05 3.7148e-06 -9.46043e-07
0.007 1.57073 8.46692e-05 -2.04478e-05 4.95306e-06 -1.26139e-06
0.008 1.57071 0.00010886 -2.629e-05 6.36823e-06 -1.62179e-06
0.009 1.57069 0.000136075 -3.28625e-05 7.96028e-06 -2.02724e-06
0.01 1.57066 0.000166314 -4.01653e-05 9.72923e-06 -2.47773e-06
0.011 1.57064 0.000199577 -4.81983e-05 1.16751e-05 -2.97328e-06
0.012 1.57061 0.000235864 -5.69617e-05 1.37978e-05 -3.51387e-06
0.013 1.57057 0.000275175 -6.64553e-05 1.60974e-05 -4.09952e-06
0.014 1.57054 0.000317509 -7.66791e-05 1.8574e-05 -4.73021e-06
0.015 1.5705 0.000362868 -8.76333e-05 2.12274e-05 -5.40595e-06
0.016 1.57047 0.00041125 -9.93177e-05 2.40577e-05 -6.12674e-06
0.017 1.57042 0.000462656 -0.000111732 2.70649e-05 -6.89258e-06
0.018 1.57038 0.000517086 -0.000124877 3.0249e-05 -7.70347e-06
0.019 1.57033 0.00057454 -0.000138753 3.361e-05 -8.5594e-06
0.02 1.57028 0.000635018 -0.000153358 3.71478e-05 -9.46038e-06
0.021 1.57023 0.00069852 -0.000168694 4.08625e-05 -1.04064e-05
0.022 1.57018 0.000765045 -0.00018476 4.47542e-05 -1.13975e-05
0.023 1.57012 0.000834595 -0.000201556 4.88227e-05 -1.24336e-05
0.024 1.57007 0.000907168 -0.000219082 5.3068e-05 -1.35147e-05
0.025 1.57 0.000982765 -0.000237339 5.74903e-05 -1.46409e-05
0.026 1.56994 0.00106139 -0.000256325 6.20894e-05 -1.58122e-05
0.027 1.56988 0.00114303 -0.000276042 6.68653e-05 -1.70284e-05
0.028 1.56981 0.0012277 -0.000296489 7.18181e-05 -1.82897e-05
0.029 1.56974 0.00131539 -0.000317667 7.69478e-05 -1.95961e-05
0.03 1.56966 0.00140611 -0.000339574 8.22543e-05 -2.09475e-05
0.031 1.56959 0.00149985 -0.000362212 8.77376e-05 -2.23439e-05
0.032 1.56951 0.00159661 -0.000385579 9.33977e-05 -2.37853e-05
0.033 1.56943 0.0016964 -0.000409677 9.92347e-05 -2.52717e-05
0.034 1.56935 0.00179921 -0.000434505 0.000105248 -2.68032e-05
0.035 1.56926 0.00190504 -0.000460062 0.000111439 -2.83797e-05
0.036 1.56917 0.0020139 -0.00048635 0.000117806 -3.00012e-05
0.037 1.56908 0.00212578 -0.000513367 0.00012435 -3.16677e-05
0.038 1.56899 0.00224068 -0.000541115 0.000131071 -3.33792e-05
0.039 1.5689 0.00235861 -0.000569592 0.000137969 -3.51357e-05
0.04 1.5688 0.00247956 -0.000598799 0.000145043 -3.69371e-05
0.041 1.5687 0.00260354 -0.000628736 0.000152294 -3.87836e-05
0.042 1.5686 0.00273054 -0.000659403 0.000159721 -4.0675e-05
0.043 1.56849 0.00286056 -0.000690799 0.000167326 -4.26115e-05
0.044 1.56838 0.0029936 -0.000722924 0.000175107 -4.45928e-05
0.045 1.56828 0.00312967 -0.00075578 0.000183064 -4.66191e-05
0.046 1.56816 0.00326876 -0.000789364 0.000191198 -4.86904e-05
0.047 1.56805 0.00341087 -0.000823678 0.000199509 -5.08066e-05
0.048 1.56793 0.00355601 -0.000858722 0.000207996 -5.29677e-05
0.049 1.56781 0.00370416 -0.000894494 0.000216659 -5.51738e-05
0.05 1.56769 0.00385535 -0.000930996 0.000225499 -5.74247e-05
0.051 1.56757 0.00400955 -0.000968226 0.000234516 -5.97205e-05
0.052 1.56744 0.00416677 -0.00100619 0.000243708 -6.20612e-05
0.053 1.56731 0.00432702 -0.00104487 0.000253077 -6.44467e-05
0.054 1.56718 0.00449029 -0.00108429 0.000262623 -6.68771e-05
0.055 1.56705 0.00465658 -0.00112444 0.000272344 -6.93524e-05
0.056 1.56691 0.0048259 -0.00116531 0.000282242 -7.18724e-05
0.057 1.56677 0.00499823 -0.00120691 0.000292315 -7.44372e-05
0.058 1.56663 0.00517359 -0.00124924 0.000302565 -7.70469e-05
0.059 1.56649 0.00535196 -0.0012923 0.000312991 -7.97012e-05
0.06 1.56634 0.00553336 -0.00133609 0.000323593 -8.24003e-05
0.061 1.56619 0.00571778 -0.0013806 0.00033437 -8.51441e-05
0.062 1.56604 0.00590522 -0.00142584 0.000345324 -8.79326e-05
0.063 1.56589 0.00609568 -0.00147181 0.000356453 -9.07658e-05
0.064 1.56573 0.00628916 -0.0015185 0.000367758 -9.36436e-05
0.065 1.56557 0.00648566 -0.00156592 0.000379238 -9.65661e-05
0.066 1.56541 0.00668518 -0.00161407 0.000390894 -9.95331e-05
0.067 1.56525 0.00688772 -0.00166295 0.000402725 -0.000102545
0.068 1.56508 0.00709328 -0.00171255 0.000414731 -0.000105601
0.069 1.56491 0.00730186 -0.00176288 0.000426913 -0.000108701
0.07 1.56474 0.00751345 -0.00181393 0.00043927 -0.000111846
0.071 1.56457 0.00772807 -0.00186571 0.000451801 -0.000115036
0.072 1.5644 0.0079457 -0.00191821 0.000464508 -0.00011827
0.073 1.56422 0.00816635 -0.00197144 0.000477389 -0.000121548
0.074 1.56404 0.00839002 -0.00202539 0.000490445 -0.000124871
0.075 1.56385 0.0086167 -0.00208007 0.000503676 -0.000128238
0.076 1.56367 0.0088464 -0.00213547 0.000517081 -0.000131649
0.077 1.56348 0.00907912 -0.00219159 0.00053066 -0.000135104
0.078 1.56329 0.00931485 -0.00224844 0.000544413 -0.000138603
0.079 1.5631 0.0095536 -0.002306 0.00055834 -0.000142147
0.08 1.56291 0.00979536 -0.0023643 0.000572441 -0.000145734
0.081 1.56271 0.0100401 -0.00242331 0.000586716 -0.000149366
0.082 1.56251 0.0102879 -0.00248304 0.000601164 -0.000153041
0.083 1.56231 0.0105387 -0.0025435 0.000615785 -0.000156761
0.084 1.5621 0.0107925 -0.00260468 0.00063058 -0.000160524
0.085 1.56189 0.0110494 -0.00266657 0.000645547 -0.000164331
0.086 1.56169 0.0113092 -0.00272919 0.000660687 -0.000168182
0.087 1.56147 0.0115721 -0.00279252 0.000676 -0.000172076
0.088 1.56126 0.0118379 -0.00285658 0.000691485 -0.000176014
0.089 1.56104 0.0121068 -0.00292135 0.000707143 -0.000179995
0.09 1.56082 0.0123787 -0.00298684 0.000722972 -0.00018402
0.091 1.5606 0.0126536 -0.00305304 0.000738973 -0.000188088
0.092 1.56038 0.0129315 -0.00311997 0.000755145 -0.0001922
0.093 1.56015 0.0132124 -0.00318761 0.000771489 -0.000196355
0.094 1.55992 0.0134963 -0.00325596 0.000788003 -0.000200552
0.095 1.55969 0.0137832 -0.00332503 0.000804689 -0.000204793
0.096 1.55946 0.0140731 -0.00339481 0.000821544 -0.000209077
0.097 1.55922 0.014366 -0.0034653 0.00083857 -0.000213404
0.098 1.55898 0.014662 -0.00353651 0.000855766 -0.000217773
0.099 1.55874 0.0149609 -0.00360842 0.000873131 -0.000222186
0.1 1.5585 0.0152628 -0.00368105 0.000890666 -0.00022664
0.101 1.55825 0.0155678 -0.00375439 0.00090837 -0.000231138
0.102 1.558 0.0158757 -0.00382844 0.000926242 -0.000235677
0.103 1.55775 0.0161866 -0.00390319 0.000944283 -0.000240259
0.104 1.5575 0.0165005 -0.00397866 0.000962492 -0.000244883
0.105 1.55725 0.0168175 -0.00405483 0.000980868 -0.00024955
0.106 1.55699 0.0171374 -0.0041317 0.000999412 -0.000254258
0.107 1.55673 0.0174603 -0.00420928 0.00101812 -0.000259008
0.108 1.55646 0.0177862 -0.00428756 0.001037 -0.000263799
0.109 1.5562 0.0181151 -0.00436655 0.00105604 -0.000268632
0.11 1.55593 0.018447 -0.00444624 0.00107525 -0.000273507
0.111 1.55566 0.0187819 -0.00452662 0.00109463 -0.000278423
0.112 1.55539 0.0191198 -0.00460771 0.00111417 -0.00028338
0.113 1.55511 0.0194606 -0.0046895 0.00113387 -0.000288378
0.114 1.55484 0.0198044 -0.00477198 0.00115374 -0.000293418
0.115 1.55456 0.0201513 -0.00485516 0.00117377 -0.000298497
0.116 1.55427 0.0205011 -0.00493903 0.00119397 -0.000303618
0.117 1.55399 0.0208539 -0.0050236 0.00121432 -0.000308779
0.118 1.5537 0.0212096 -0.00510886 0.00123484 -0.00031398
0.119 1.55341 0.0215684 -0.00519481 0.00125552 -0.000319221
0.12 1.55312 0.0219301 -0.00528145 0.00127637 -0.000324502
0.121 1.55283 0.0222948 -0.00536877 0.00129737 -0.000329823
0.122 1.55253 0.0226625 -0.00545679 0.00131853 -0.000335184
0.123 1.55223 0.0230332 -0.00554549 0.00133986 -0.000340584
0.124 1.55193 0.0234068 -0.00563487 0.00136134 -0.000346023
0.125 1.55163 0.0237834 -0.00572494 0.00138298 -0.000351501
0.126 1.55132 0.0241629 -0.00581569 0.00140478 -0.000357019
0.127 1.55101 0.0245455 -0.00590712 0.00142673 -0.000362574
0.128 1.5507 0.0249309 -0.00599922 0.00144884 -0.000368169
0.129 1.55039 0.0253194 -0.006092 0.00147111 -0.000373801
0.13 1.55007 0.0257108 -0.00618546 0.00149353 -0.000379472
0.131 1.54975 0.0261052 -0.00627958 0.00151611 -0.00038518
0.132 1.54943 0.0265025 -0.00637438 0.00153884 -0.000390926
0.133 1.54911 0.0269028 -0.00646985 0.00156173 -0.00039671
0.134 1.54878 0.027306 -0.00656599 0.00158476 -0.00040253
0.135 1.54845 0.0277122 -0.00666279 0.00160795 -0.000408388
