1.24 -0.152314 -0.0247932 -0.495728 -0.717732 -0.00904463 0.0124898 1.05 -2.11573e-14 -3.01077e-15 0.0982759 0.995159
1.25 -0.152623 -0.0252555 -0.495578 -0.717806 -0.00909419 0.0125841 1.05 -2.12741e-14 -2.85061e-15 0.0982534 0.995161
1.26 -0.153076 -0.0256843 -0.495479 -0.71743 -0.00912803 0.0126739 1.05 -2.13828e-14 -2.66928e-15 0.0982246 0.995164
1.27 -0.153434 -0.0271053 -0.494967 -0.716723 -0.00915745 0.0127578 1.05 -2.14881e-14 -2.46589e-15 0.0981971 0.995167
1.28 -0.153839 -0.0280737 -0.496085 -0.715105 -0.0092018 0.0128842 1.05 -2.15853e-14 -2.27208e-15 0.0981885 0.995168
1.29 -0.15424 -0.0288848 -0.500871 -0.712755 -0.00924536 0.0130644 1.05 -2.16669e-14 -2.10968e-15 0.0981778 0.995169
1.3 -0.154612 -0.029416 -0.503242 -0.710086 -0.00929307 0.0132639 1.05 -2.17543e-14 -1.96415e-15 0.0981639 0.99517
1.31 -0.155337 -0.0298988 -0.501505 -0.708111 -0.00935824 0.013439 1.05 -2.1864e-14 -1.82732e-15 0.0981676 0.99517
1.32 -0.156363 -0.0296468 -0.502375 -0.711573 -0.0094286 0.013607 1.05 -2.19921e-14 -1.70026e-15 0.0981884 0.995168
1.33 -0.157908 -0.029044 -0.50757 -0.720441 -0.00950302 0.0137629 1.05 -2.21362e-14 -1.57628e-15 0.0982127 0.995165
1.34 -0.159224 -0.0270086 -0.508491 -0.727867 -0.00955654 0.0138962 1.05 -2.22779e-14 -1.45881e-15 0.0982142 0.995165
1.35 -0.158548 -0.0274244 -0.508742 -0.727401 -0.00958978 0.0140429 1.05 -2.241e-14 -1.3154e-15 0.0981661 0.99517
1.36 -0.155801 -0.0313557 -0.507247 -0.717985 -0.00960303 0.0142074 1.05 -2.25332e-14 -1.15123e-15 0.0980931 0.995177
1.37 -0.155303 -0.0314195 -0.506137 -0.71388 -0.00960105 0.0144047 1.05 -2.26468e-14 -9.88654e-16 0.0980047 0.995186
1.38 -0.157721 -0.0284976 -0.505457 -0.713807 -0.00957465 0.0145694 1.05 -2.27598e-14 -8.19893e-16 0.0979253 0.995194
1.39 -0.159238 -0.0292833 -0.505378 -0.713282 -0.00955337 0.0146855 1.05 -2.28664e-14 -6.59895e-16 0.0978783 0.995198
1.4 -0.159676 -0.0286318 -0.506832 -0.712809 -0.009532 0.0147359 1.05 -2.29738e-14 -5.01428e-16 0.097857 0.9952
1.41 -0.159804 -0.027534 -0.506416 -0.714806 -0.00954421 0.0147719 1.05 -2.30922e-14 -3.52725e-16 0.0978636 0.9952
1.42 -0.159912 -0.0272029 -0.507634 -0.715688 -0.00956138 0.0148714 1.05 -2.31816e-14 -2.42886e-16 0.0978602 0.9952
1.43 -0.159927 -0.0240488 -0.506345 -0.714778 -0.00955275 0.0150136 1.05 -2.32479e-14 -1.48008e-16 0.0978105 0.995205
