0 0 0.5 0 0 0 0 1 0 1.5 0 0 0 0 1 0 2.5 0 0 0 0 1 0 3.5 0 0 0 0 1 0 4.5 0 0 0 0 1 0 5.5 0 0 0 0 1 0 6.5 0 0 0 0 1
0.001 0 0.5 0 0 0 0 1 0 1.5 0 0 0 0 1 0 2.5 0 0 0 0 1 0 3.5 0 8.36343e-22 0 -8.36343e-22 1 0 4.5 0 -9.91648e-22 0 9.91648e-22 1 0 5.5 0 2.36848e-21 0 -2.36848e-21 1 0 6.5 0 -2.85121e-21 0 2.85121e-21 1
0.002 0 0.5 0 0 0 0 1 0 1.5 0 -2.42476e-21 0 -2.42476e-21 1 0 2.5 0 2.83974e-21 0 2.83974e-21 1 1.17549e-41 3.5 1.17549e-41 1.67269e-21 4.54031e-60 -1.67269e-21 1 -2.05712e-41 4.5 -2.05712e-41 -1.9833e-21 -1.24898e-58 1.9833e-21 1 4.11423e-41 5.5 4.11423e-41 4.73695e-21 2.69233e-58 -4.73695e-21 1 1.17549e-41 6.5 1.17549e-41 -5.70242e-21 2.74012e-59 5.70242e-21 1
0.003 0 0.5 0 0 0 0 1 1.17549e-41 1.5 -1.17549e-41 -4.84953e-21 7.60861e-58 -4.84953e-21 1 -2.35099e-41 2.5 2.35099e-41 5.67947e-21 -2.91217e-58 5.67947e-21 1 1.76324e-41 3.5 1.76324e-41 2.50903e-21 1.36209e-59 -2.50903e-21 1 -2.05712e-41 4.5 -2.05712e-41 -2.97494e-21 -3.74695e-58 2.97494e-21 1 5.28972e-41 5.5 5.28972e-41 7.10543e-21 8.07698e-58 -7.10543e-21 1 3.52648e-41 6.5 3.52648e-41 -8.55363e-21 8.22035e-59 8.55363e-21 1
0.004 0 0.5 0 -1.26525e-21 0 -1.26525e-21 1 -8.53958e-26 1.5 8.53958e-26 -5.80051e-21 1.9885e-57 -5.80051e-21 1 9.51478e-26 2.5 -9.51478e-26 8.51921e-21 -8.73652e-58 8.51921e-21 1 -8.19317e-26 3.5 -8.19317e-26 1.67269e-21 -1.37411e-42 -5.01806e-21 1 1.43794e-25 4.5 1.43794e-25 -2.97494e-21 -5.96596e-41 4.95824e-21 1 -5.83684e-26 5.5 -5.83684e-26 6.30824e-21 6.14107e-41 -3.93976e-21 1 1.17549e-41 6.5 1.17549e-41 -6.16836e-21 -3.74886e-57 6.16836e-21 1
0.005 0 0.5 0 -2.5305e-21 -6.88216e-59 -2.5305e-21 1 -1.70792e-25 1.5 1.70792e-25 -6.75149e-21 3.57426e-57 -6.75149e-21 1 1.90296e-25 2.5 -1.90296e-25 1.13589e-20 -1.30952e-57 1.13589e-20 1 -1.63863e-25 3.5 -1.63863e-25 2.47049e-21 8.18545e-42 -5.89294e-21 1 2.87587e-25 4.5 2.87587e-25 -4.91255e-21 -3.13385e-41 5.00394e-21 1 -1.84072e-25 5.5 -2.24552e-25 5.51105e-21 1.22821e-40 -7.74101e-22 1 7.72982e-26 6.5 1.23768e-25 -3.78308e-21 -4.63845e-57 3.78308e-21 1
0.006 -4.48077e-26 0.5 4.48077e-26 -3.79575e-21 -2.06465e-58 -3.79575e-21 1 -2.06539e-25 1.5 2.06539e-25 -7.70246e-21 4.45174e-57 -7.70246e-21 1 4.84231e-25 2.5 -4.84231e-25 1.41987e-20 -1.23305e-57 1.41987e-20 1 -4.68658e-25 3.5 -2.29326e-26 3.2683e-21 1.7745e-41 -6.76782e-21 1 4.31381e-25 4.5 4.31381e-25 -8.26149e-21 -3.34306e-42 6.55352e-21 1 -3.09776e-25 5.5 -3.90736e-25 6.3993e-21 1.50689e-40 5.95595e-22 1 1.54596e-25 6.5 2.47535e-25 -1.39781e-21 -2.80619e-50 1.39781e-21 1
0.007 -8.96154e-26 0.5 8.96154e-26 -3.23355e-21 -9.25905e-58 -3.23355e-21 1 -2.42286e-25 1.5 2.42286e-25 -7.99632e-21 7.54536e-57 -7.99632e-21 1 7.78167e-25 2.5 -7.78167e-25 1.37759e-20 -6.77383e-58 1.37759e-20 1 -7.73452e-25 3.5 1.17998e-25 4.0661e-21 2.73046e-41 -7.6427e-21 1 5.75174e-25 4.5 5.75174e-25 -1.16104e-20 2.46524e-41 8.10311e-21 1 -4.253e-25 5.5 -6.66292e-25 6.10331e-21 1.63739e-40 7.81052e-22 1 2.20209e-25 6.5 4.96857e-25 2.41306e-21 -3.98546e-42 4.38145e-22 1
0.008 -1.34423e-25 0.5 1.34423e-25 -2.67135e-21 -1.50754e-57 -2.67135e-21 1 -4.18842e-25 1.5 4.18842e-25 -8.29018e-21 1.04265e-56 -8.29018e-21 1 1.22899e-24 2.5 -1.22899e-24 1.33531e-20 -1.14543e-57 1.33531e-20 1 -1.07825e-24 3.5 2.58929e-25 4.86391e-21 3.68641e-41 -8.51758e-21 1 7.18968e-25 4.5 7.18968e-25 -1.5863e-20 7.38628e-41 8.45614e-21 1 -5.40824e-25 5.5 -9.41847e-25 6.88647e-21 2.76927e-40 2.39546e-21 1 2.85822e-25 6.5 7.46179e-25 6.22394e-21 -7.97091e-42 -5.21522e-22 1
0.009 -2.26533e-25 0.5 2.26533e-25 -4.19081e-21 -2.98236e-42 -4.19081e-21 1 -5.42985e-25 1.5 5.42985e-25 -8.85834e-21 -3.91848e-41 -8.30973e-21 1 1.67981e-24 2.5 -1.67981e-24 1.47343e-20 5.80875e-41 1.11263e-20 1 -1.38304e-24 3.5 3.9986e-25 2.24224e-21 -2.13573e-40 -5.97299e-21 1 8.62761e-25 4.5 8.62761e-25 -2.01156e-20 1.23073e-40 8.80916e-21 1 -6.56349e-25 5.5 -1.2174e-24 8.99278e-21 3.77833e-40 2.68671e-21 1 3.51434e-25 6.5 9.95501e-25 8.44198e-21 -2.02108e-41 1.11645e-22 1
